from_user,text,time,likes,hashtag
e.naserinezhad,Finished 💪🎉🎉🎉,2019-07-13T07:28:27.000Z,1 like,
sjdh742,أصلي اصلي اصلي اصلي اصلي,2019-07-13T11:22:12.000Z,,
hemant.da.007,"I Cleared Level 5015..
I like a Candy Crush Saga Game...
I am a first contestant in Cleared the 5015 level...
I am Waiting the next level .....👍",2019-07-14T16:27:51.000Z,4 likes,
thooker_10,Fuck ur game,2019-07-14T21:02:08.000Z,1 like,
elham.samadpour,I am in 1758 level ... But all of my boosters was cleared last night ... Why ??? 😕😕😕,2019-07-15T02:47:46.000Z,,
garfield.lewis.39,U guys made them rich....not me 4895 $1,2019-07-15T13:04:49.000Z,,
bethania_barros,@aninhabarros73 @andrehguerra,2019-11-01T03:46:11.000Z,,
alex_beats_beattie,@zowielikebowie,2019-08-07T15:02:36.000Z,,
alex_beats_beattie,@zowielikebowie,2019-08-07T15:02:39.000Z,,
iamzirauuk,Yeahh..level 5000,2019-08-13T04:43:27.000Z,,
oscaryogo,I’m at level 4213,2019-08-28T04:55:41.000Z,,
gloriapowe5,On Candy Crush I'm on level 3003 and it's a hard level I can't hardly get off of it I need help,2019-09-09T00:05:21.000Z,,
eddiemagalhaes,I am at 52**,2019-09-18T14:57:08.000Z,,
mzantonjr,Ws tkan lv 5k drg @ikigonaku 😅😱,2019-10-05T23:49:18.000Z,,
valtermartinsbritofilho,Tô perto 4120,2019-10-06T19:28:23.000Z,,
kartalgulnur,Level 5006 turkey,2019-10-13T09:20:53.000Z,,
edwige2711,I’m on level 1000,2019-10-30T00:55:57.000Z,,
massykury,5119🙌,2019-11-11T14:03:59.000Z,,
jeisonfive,Hello people of @candycrushsaga I'm going to level 5050 and I'm a number one fan of you where is my gift?,2019-11-14T00:35:01.000Z,,
arezooml,"Thank you candy 😍🍭
Persian ممنونم 😁🙏🏻🎉🌹
#level5009🎉🎉😊",2019-07-17T14:26:16.000Z,,#level5009🎉🎉😊 
photolover669,Anyspecial promos for military veterans,2019-07-17T19:36:11.000Z,,
namni_ganguly,"After completing level 2824, everything got washed off. Now I have to start from scratch. Feeling disgusted.",2019-07-19T09:12:32.000Z,,
angelikz90,5000nivel jum n❤️❤️❤️ cuando empecé eran 200 nivel 😉😉😉😉😉,2019-07-20T17:09:04.000Z,,
angelikz90,🇨🇴,2019-07-20T17:09:12.000Z,1 like,
kamarakargbo,I'm at 1109 or more but i'm encountering problems.please help me,2019-08-05T09:22:38.000Z,,
anusha_25_anu,All the best,2019-08-27T07:47:01.000Z,,
shiblnabil,l’m at 5285,2019-08-28T13:43:07.000Z,1 like,
washington.jeanette,👌🙌🙌,2019-09-24T07:40:46.000Z,,
djavadishabnam,I'm at 5510💟💟,2019-10-07T13:55:32.000Z,,
djavadishabnam,I'm waiting for to update new level😢😢😢,2019-10-07T13:57:21.000Z,,
allen_laizer,Thank you in swahili is asante,2019-11-29T06:43:13.000Z,,
zohre_poorasad,👏👏👏👏🙏🙏🙏🙏🙏,2019-07-10T11:05:42.000Z,,
e.naserinezhad,Lvl 5003 is so challenging and impossible 😍 🙈🙈,2019-07-10T13:16:52.000Z,,
sibelthewiselady,I love friends saga 😍😍🤗🤗,2019-07-10T15:20:30.000Z,,
ririlovenavyy,I am at 4983 level 🙌,2019-07-10T19:40:50.000Z,,
lenia.sanikhani,i cannot open candy crush ? plz help me,2019-07-11T08:25:12.000Z,,
vaz5699,legal gostei!,2019-07-11T08:32:07.000Z,,
taufiquemohd29,"Finally I reached 4000 🔥🔥🔥 u can se my level just click your rank profile and click current level and see my name, name is Mohd taufique and see my level 4000🔥🔥🔥🔥🔥🔥🔥🔥",2019-07-11T11:24:48.000Z,,
shamsi.ganjizadeh,5006 very hard 😨😨😨😨😨😨,2019-07-11T12:41:32.000Z,2 likes,
sadietheclimatechangelady,Fix level 1079 😡,2019-07-11T22:28:09.000Z,1 like,
shamsi.ganjizadeh,لول ۵۰۱۳را چگونه باید بازی کرد؟ حقیقتا من خسته شدم و بوستر و شمش طلا هم ندارم 😢,2019-07-13T13:50:58.000Z,,
samib427,Nice,2019-07-13T23:44:15.000Z,,
angelikz90,Malvado eseee que no me deja ganar🙌🙌,2019-07-16T23:48:52.000Z,1 like,
hnnnm_hnnnm__9494,Good evening .Candy,2019-07-06T19:02:57.000Z,,
skylarelliott1,Same For Me,2019-07-06T19:20:01.000Z,2 likes,
hnnnm_hnnnm__9494,I loved,2019-07-06T19:43:54.000Z,2 likes,
hnnnm_hnnnm__9494,Me,2019-07-06T19:43:58.000Z,2 likes,
david_mang68,I can’t login the kingdom for a while. What should i do 😔😔,2019-07-07T03:08:38.000Z,,
ansmekla,🌹❤️💋🍫,2019-07-07T13:18:16.000Z,1 like,
seunfunmi10,Why is level 2615 not a nightmarishly hard level 🙄 been playing that level for almost 24 hours now 😩,2019-07-07T14:44:57.000Z,,
lutfu,Love you candy crush saga team and game ❤️❤️❤️,2019-07-07T15:01:48.000Z,1 like,
hal960,🙌,2019-07-07T17:57:52.000Z,1 like,
bradleyedgarallan,Ok i will play it wins,2019-07-08T23:04:35.000Z,,
like.the.flower,One of my friends has a score of 17 million on level 1 and I’m trying to figure out HOW??!!,2019-07-09T04:54:30.000Z,1 like,
talal312yahoo.com4531,4985,2019-07-09T07:16:57.000Z,1 like,
ali.lorenzo,waooo i am at 1661😭,2019-07-07T19:45:41.000Z,1 like,
wood0724,I’m on 4965. Easy levels are harder for me.,2019-07-08T03:16:39.000Z,1 like,
king_jahzy,Just joined the elite group of best players again and waiting patiently for the Big milestone,2019-07-08T03:26:48.000Z,,
khtwnrdymkyhmdly,رنلومبكثزفن,2019-07-08T08:04:36.000Z,,
fatjonlilaeri,Waiting for 5000 @candycrushsaga 🎉,2019-07-08T21:43:34.000Z,,
rparamithasari,My current level is 4964. May I join your company?,2019-07-09T16:43:18.000Z,,
xheunb,5015💪,2019-07-11T11:06:34.000Z,,
nittiyanandam,I crossed the 5000 level,2019-07-12T06:30:30.000Z,1 like,
469mulldr,The big 750 level,2019-07-26T01:39:29.000Z,1 like,
shiblnabil,😂,2019-07-27T14:50:42.000Z,,
shiblnabil,5075,2019-07-27T14:50:58.000Z,,
theresiaviona,That we feel Aunty😂 @lisnawatiyuningsihboreg,2019-08-27T14:47:09.000Z,,
hnnnm_hnnnm__9494,Good evening Candy,2019-07-04T12:56:24.000Z,2 likes,
hnnnm_hnnnm__9494,I loved,2019-07-04T12:56:27.000Z,1 like,
leilaa.soroush18,I LOVE CANDY & USA,2019-07-04T13:39:05.000Z,2 likes,
lisbeth.jonth,👍😀❤️🍭🎉,2019-07-04T13:53:44.000Z,1 like,
popsicle,Happy #4thofJuly! Don’t forget to grab a @Popsicle Firecracker pop to celebrate 💙😋❤️🇺🇸,2019-07-04T14:03:46.000Z,4 likes,#4thofJuly 
aurorahernandocastro,,2019-07-04T14:10:13.000Z,2 likes,
ansmekla,🍬🍬🍬🍭🍭🍭,2019-07-04T18:29:36.000Z,2 likes,
thieusivinh.ts,4977 :),2019-07-05T14:14:48.000Z,,
_ela_simhayev,👏👏👏👏👏💞💞💞💞💞😘,2019-07-08T11:22:58.000Z,,
saad.mohmed,٤٩٨٥❤️🇪🇬🇪🇬🇪🇬🇪🇬,2019-07-08T20:19:37.000Z,,
osam_naji,😍😍😍😍😍,2019-07-02T19:20:38.000Z,,
osam_naji,😍😍😍😍😍,2019-07-02T19:21:38.000Z,,
ansmekla,,2019-07-03T04:32:16.000Z,1 like,
wanderley7460,Nível 2453🔥🔥🔥,2019-07-03T05:07:09.000Z,,
narta1612,🤩👏,2019-07-03T08:38:54.000Z,1 like,
christellemevel,niveau 1308,2019-07-03T09:10:51.000Z,,
poltersharry,Am just a lonely man need a woman from 50,2019-07-03T09:30:39.000Z,,
rrahmanmeziu,👏👏👏👏4985🙌finish,2019-07-03T13:55:03.000Z,,
arielg.7,How many levels does the Candy Crush saga have today? Thanks from Argentina!,2019-07-03T20:58:24.000Z,,
arielg.7,I go for the n. 2472,2019-07-03T21:01:12.000Z,,
sawahskeesh,"In the 5000 levels thank you, you forgot some of the First Nations.",2019-07-10T15:10:56.000Z,,
fedotova_jelena,jami,2019-07-26T06:13:47.000Z,,
hnnnm_hnnnm__9494,Good evening ...Candy,2019-06-28T15:45:17.000Z,3 likes,
wick682,🔥,2019-06-28T15:46:42.000Z,4 likes,
cap_the_captain_,Rocking,2019-06-28T16:21:47.000Z,2 likes,
lisbeth.jonth,👍😀🍭,2019-06-28T21:29:48.000Z,3 likes,
nadine_.n.r.c.z,Swet,2019-06-29T02:22:35.000Z,2 likes,
nadine_.n.r.c.z,Sweet😂,2019-06-29T02:22:57.000Z,2 likes,
chavmakeup,I need to unlock him,2019-06-29T20:14:13.000Z,3 likes,
zohre_poorasad,👏👏👏👏👏👏👏👏,2019-06-29T21:50:45.000Z,1 like,
zohre_poorasad,بازیهای کندی کراش ساگا بیشتر مراحلش سخته,2019-06-29T21:54:17.000Z,,
linyaohueng,,2019-06-30T16:36:32.000Z,,
mwlatym,3854 it's very boring boring boring boring boring boring boring boring level candy help me,2019-07-02T13:56:34.000Z,,
poltersharry,Am just a lonely man need a woman from 50,2019-07-03T09:31:14.000Z,,
hetty_grunwald,Place help 4204❤️❤️❤️❤️,2019-06-28T19:43:10.000Z,1 like,
fatjonlilaeri,Finis 4955🎉 waiting....,2019-06-28T19:56:11.000Z,2 likes,
ligiaolmosrossi,😍😍😍😍😍😍,2019-06-28T20:43:16.000Z,2 likes,
cancao_do_amor,Kd as outras fases? 4955,2019-06-28T21:26:47.000Z,1 like,
richardinfanter,What Kind a Color Bomb is This?,2019-06-28T21:31:14.000Z,1 like,
frazzled_momof2,Candy Crush is awesome for anxiety🙌💖,2019-06-28T21:50:07.000Z,1 like,
lady_rem_,Wooow 😍😍 I'd like it as new booster 😉😉,2019-06-29T11:51:28.000Z,2 likes,
taufiquemohd29,3850🔥😍,2019-06-30T05:57:50.000Z,1 like,
peterghalayini,Please get rid of the timed boosters in the sugar drops :(,2019-07-01T04:22:07.000Z,,
klikit.games,😎,2019-07-01T10:33:20.000Z,1 like,
sebastianasilva4421,Muito bom 👏👏 jogo,2019-09-05T08:11:20.000Z,,
kowsar.fth,@miss.aida_m,2019-12-13T12:14:23.000Z,,
crylath,Soon releasing new game. Follow for more info and to see daily development blog 🔥🔥,2019-06-27T16:22:16.000Z,,
personero_estudiantil,Me en canta candy crussh,2019-06-27T17:02:29.000Z,,
willaxlvideos,I win the Bubblegum Troll 😂🏆 !!! And now I need The King Bubblegum Troll !!!,2019-06-27T18:54:25.000Z,,
chioma_nita,I have nevere seen the troll on my own app😢,2019-06-27T20:39:40.000Z,,
amandinhahsilva25,😍😍😍😍top Candy crush friends,2019-06-27T20:59:43.000Z,2 likes,
talal312yahoo.com4531,4910,2019-06-27T22:46:50.000Z,,
zohre_poorasad,چرا کندی کراش برای من تبلیغ نمیدهد ؟؟؟؟ لطفا جواب بده,2019-06-27T22:51:14.000Z,,
rrahmanmeziu,😍😍4995 im finish game thenks candy crush,2019-06-28T08:14:15.000Z,,
zohre_poorasad,چرا جواب نمیدهید پستهاتون یک طرفه استمن بازیکن کندی کراش هستم,2019-06-28T09:15:10.000Z,,
shoppies_loves_simpsons,I need the Bubblegum Troll!! ❤,2019-06-28T10:40:33.000Z,1 like,
wrightbobe,My treat calendar never advances past day one.???,2019-06-29T14:02:58.000Z,1 like,
sheila_1990_,😍 😍 😍,2019-06-29T17:43:23.000Z,,
zohre_poorasad,😍😍😍💝💝💝💝💝,2019-06-25T18:11:04.000Z,1 like,
anushafouze,Need more levels ....! 🙈🙈,2019-06-25T18:17:24.000Z,1 like,
wanderley7460,👏👏👏👏🔥🔥🔥level 2426,2019-06-25T18:34:45.000Z,1 like,
upvc12345,Arash level4925,2019-06-25T18:44:37.000Z,1 like,
38.emoji,😘,2019-06-26T06:27:39.000Z,2 likes,
rrahmanmeziu,4925 i weyt new level,2019-06-26T07:11:58.000Z,,
christellemevel,level 1285,2019-06-26T16:15:14.000Z,,
mustafa.adoo,2150,2019-06-27T00:59:05.000Z,1 like,
_ela_simhayev,בסדר 😍,2019-07-02T15:03:40.000Z,,
_ela_simhayev,משחקים אוהבת הרבה שלב 3667,2019-07-02T15:12:27.000Z,,
_ela_simhayev,😘💞,2019-07-02T15:12:46.000Z,,
kuttyraviravi,🔥,2019-07-21T11:09:55.000Z,,
pepigracianoesmel,Gran fan❤️❤️,2019-06-24T20:26:53.000Z,1 like,
ashleyriley8392,Anybody else having problems on level 1027?,2019-06-24T20:56:49.000Z,1 like,
wanderley7460,Level 2417,2019-06-24T21:23:28.000Z,2 likes,
danicat78,"Parece Slime , no?! @anto._.studio",2019-06-24T23:14:37.000Z,,
gandes_hijab_branded,"Having problems on Level 1673 Candy Crush Jelly..imposible,,,😪😪🙏",2019-06-25T02:07:37.000Z,1 like,
rafaduartesv,Tengo problemas con el nivel 1027 ayudaaaaaaaaa 🙌,2019-06-25T03:58:25.000Z,,
hossein.om,Man 4143,2019-06-25T07:33:15.000Z,,
cbll15,😍😍😍,2019-06-25T12:51:05.000Z,1 like,
willaxlvideos,Bubblegum troll... Soon🍬,2019-06-25T15:56:31.000Z,1 like,
anto._.studio,,2019-06-26T20:41:07.000Z,1 like,
kellywcane,@lisaulfves love!!,2019-06-28T18:29:16.000Z,1 like,
manu_italianu19,Hj@,2019-06-29T09:39:08.000Z,,
iya_yaya,On going to 5000😘😘,2019-06-23T21:37:15.000Z,,
swtbaby11,I’m stuck on 341,2019-06-23T22:02:17.000Z,,
william.hermann2345,Me,2019-06-24T00:14:00.000Z,,
_lisa_s_24_,🙌,2019-06-24T03:26:54.000Z,,
solitaire.time.warp,🙀😽,2019-06-24T03:44:19.000Z,1 like,
469mulldr,"One for me, please",2019-06-24T03:57:28.000Z,,
cap_the_captain_,Nice,2019-06-24T09:49:39.000Z,,
johnandersono,My one of my Favorite games in my FB,2019-06-24T14:33:11.000Z,1 like,
the_algot,🙋🏻‍♂️✌️,2019-06-24T16:39:36.000Z,,
talal312yahoo.com4531,4910,2019-06-27T22:47:32.000Z,,
niecy_456,,2019-07-06T15:42:33.000Z,,
pxxlmerrrr,"Cada vez q a @caballero7dani le sale la bomba se puede ver en su rostro la cara de felicidad más que al comerse un Kebab, bueno no",2019-08-20T23:18:45.000Z,1 like,
extraordinariq,Best day of the year ❣️,2019-06-21T14:40:32.000Z,1 like,
heuvelandy,😍Love ghe game,2019-06-21T17:35:18.000Z,,
wanderley7460,Livel 2380,2019-06-21T18:50:13.000Z,2 likes,
zohre_poorasad,Ihavent conet whit my Friend,2019-06-21T21:15:06.000Z,,
yosmer_tito,No puedo descargar candy crush en mi teléfono Y6 2019 porque?,2019-06-22T23:04:41.000Z,,
phuong_luungoc,Candy so great,2019-06-23T09:44:06.000Z,2 likes,
aryangenious53,🔥🔥🔥,2019-06-24T13:01:54.000Z,,
talal312yahoo.com4531,4919,2019-06-27T22:55:32.000Z,,
ale.vela.92372,264S781880Ale 👌👈🏻👅❤️❤️❤️❤️❤️🔥🔥😍😍😍🤟🤟🤟🤟🙏🙏😜😜❤❤💞💟💞😍😍🤩🤩🤩😍😋😋😋🤟🤟,2019-11-04T02:42:40.000Z,,
ale.vela.92372,@Ale vela 92372👌👈❤️❤️❤️😘😘😘😘😘🤟🤟🤟🤟🤟💟💟💟💟💟💞💞💞❤❤,2019-11-04T02:43:17.000Z,,
ale.vela.92372,Hola como estas ??,2019-11-04T02:43:34.000Z,,
ale.vela.92372,Que haces??,2019-11-04T02:43:42.000Z,,
fumanchupiolin,4895,2019-06-19T18:38:15.000Z,,
corinaheijboer,2147,2019-06-19T19:52:50.000Z,,
mairkurey,"My fbi guy watched me play , I keep loosing, he got so mad now he’s playing for me . 🤣",2019-06-19T23:51:26.000Z,,
hadzialijagicfikre,4925😂😂😂,2019-06-20T08:39:36.000Z,,
taufiquemohd29,Today I complete level 3600🔥🔥🔥🔥❤️,2019-06-20T09:07:19.000Z,,
k444eld,4925,2019-06-21T00:58:57.000Z,,
renatinhaa_lima_ruivinha,2124,2019-06-21T17:22:05.000Z,1 like,
wood0724,Too hard,2019-07-08T10:57:40.000Z,1 like,
nonnymthimkhulu6181,😭😭😭212,2019-08-28T10:54:35.000Z,,
shekhawat_gajraj,5011 completed 👈,2019-10-12T07:50:43.000Z,,
kahh_chee,1201,2019-10-20T20:38:02.000Z,,
italiandoll43,119,2019-11-23T19:40:14.000Z,,
berenicespessatto,Quero vidas😁,2019-06-14T16:12:18.000Z,,
leungszeki.leung,Level 504,2019-06-14T16:57:27.000Z,,
douggyberneche,Aww!!! I love this outfit so much❤️❤️❤️,2019-06-14T18:39:52.000Z,2 likes,
ibraimvzla18,"Hi, the game is acting really weird :/ Idk why!",2019-06-14T21:08:37.000Z,1 like,
leilaa.soroush18,Level 1997,2019-06-14T21:12:36.000Z,,
shamsi.ganjizadeh,Very hard 😥😥😥,2019-06-15T02:50:14.000Z,,
shamsi.ganjizadeh,4889 very hard 😥😥😥,2019-06-15T03:01:13.000Z,2 likes,
mainou31,Je galère 😂👏😘,2019-06-15T12:52:53.000Z,,
dkkim_96,🔥🔥🔥,2019-06-15T14:03:42.000Z,,
johnandersono,My one of my Favorite games in my FB,2019-06-15T15:50:49.000Z,,
artoush.croatian,4895❤️,2019-06-17T05:26:32.000Z,1 like,
asaa_212,"1006 which may be one of my last levels.
Here’s why: The inventors of this game are greedy! You are making it where I no longer want to play this game.
First you make the piggy bank only give us 30 gold bars instead of 60 for the same amount. Then you increase the price of the boosters. Then you strip away the hours that we’re given to complete the Didi and Rami missions. Lately, my game almost always says that I have no internet connection, even though I always do. This excludes me from spinning the booster wheel and from receiving boosters. Now your latest gimmick is to give us boosters for 15-30 minutes when we fill up the sugar drops jar. 😡 Are you kidding? 😠
Soon I won’t even bother with this game!",2019-06-19T04:19:23.000Z,,
iquilt54,💟💟💟💟😍😍😍,2019-06-12T05:37:49.000Z,2 likes,
dallatalab,ادمان عليها,2019-06-12T08:58:08.000Z,1 like,
doniv_007,4895🍭🍬,2019-06-12T11:35:50.000Z,1 like,
alexandra.bispo.12,Amo esse jogo,2019-06-12T11:50:09.000Z,,
asaa_212,WHERE IS RAMI?,2019-06-12T16:19:44.000Z,,
asaa_212,How come it constantly says that “no internet connect was found?” I am prevented from getting boosters all the time!,2019-06-12T16:21:23.000Z,,
mwlatym,What s aboring and hard level help me please 3821,2019-06-12T16:48:58.000Z,,
sahar.izd,why the wheel at the end of levels for getting extra moves didnt work anymore??😭(cany crush saga),2019-06-13T11:43:53.000Z,,
fatjonlilaeri,@candycrushsaga 4895 💪 wait for new level .....,2019-06-13T16:37:10.000Z,,
chuuba_games,Snaky Jam by @chuuba_games in between time the best game on mobile,2019-06-13T19:18:40.000Z,,
puranshirra45,My favorite game🎮,2019-06-14T04:14:43.000Z,,
crazyeighthudetama2910,Tiffi dreaming about Soccer too! Why Vietnam doesn't kick until the end of this 2019?,2019-06-24T16:08:28.000Z,,
minewer_saz,W,2019-06-08T17:58:05.000Z,5 likes,
radcliffe443,,2019-06-08T18:34:06.000Z,4 likes,
gol___shan,@sooooooorii 💓💓💓,2019-06-08T19:25:20.000Z,4 likes,
anishco,💖💖💖😍👌,2019-06-08T19:37:07.000Z,2 likes,
nezarbaroude,Nice,2019-06-09T07:45:51.000Z,3 likes,
zohre_poorasad,💝💝💝💝💝😍😍😍😍😍,2019-06-09T12:09:42.000Z,5 likes,
zohre_poorasad,کاش به فارسی جواب میدادید,2019-06-09T12:11:57.000Z,3 likes,
malinnforsberg,Hi can you please take back the vibrations when you play please!!!,2019-06-09T19:40:04.000Z,3 likes,
al.icagruz,El candy Friends debería felicitar a la gente cuando llega al nivel 1000😡,2019-06-09T21:36:29.000Z,2 likes,
minam_taloh,Why did you remove the quest that gives us lollipop and other thing??😭,2019-06-10T15:45:55.000Z,4 likes,
tobias_burgard,Geldgeile Arschgeigen 🎻,2019-06-11T00:35:35.000Z,4 likes,
kishorchhabariya,very sweet,2019-11-05T10:06:43.000Z,,
sylvimarit,💓💓💓💓💓,2019-06-07T14:47:19.000Z,7 likes,
cap_the_captain_,Super bro,2019-06-07T15:02:39.000Z,6 likes,
syl_vie_lyli,🙌,2019-06-07T16:52:14.000Z,9 likes,
469mulldr,Here we come!,2019-06-07T20:09:54.000Z,6 likes,
talal312yahoo.com4531,4800,2019-06-08T00:42:51.000Z,6 likes,
zohre_poorasad,answer farsi,2019-06-09T15:00:04.000Z,5 likes,
zohre_poorasad,💝💝💝😍😍😍😍,2019-06-09T22:25:41.000Z,6 likes,
zohre_poorasad,Why dont help me???,2019-06-09T22:26:25.000Z,5 likes,
zohre_poorasad,I very hapy bay lhis play,2019-06-09T22:28:03.000Z,5 likes,
leungszeki.leung,Level 504,2019-06-10T21:29:36.000Z,4 likes,
debbiesprague945,Lol,2019-06-11T15:51:53.000Z,4 likes,
pai_fhon,,2019-11-04T03:24:31.000Z,,
iquilt54,🙌🙌🙌🙌🙌🙌🙌🙌🍬🍭🍬🍭🍬🍭🍬,2019-06-05T00:04:41.000Z,7 likes,
amarjit_khandal,🤚🤚🤚🤚🤚🤚🤚🤚🤚🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌😘😘😘😘😘😘😘😘😘,2019-06-05T01:01:19.000Z,6 likes,
sharmaersonia,🙌🙌🙌🙌🙌🙌🙌🙌❤️❤️❤️😍😍😍😍,2019-06-05T01:53:46.000Z,5 likes,
bw_ritter,@mikihoang extra life,2019-06-05T02:45:16.000Z,2 likes,
vinay_hegdekatta,Please send this time 100 levels... U relese only 30 levels its end in 1 or two days please relese 100 to 200 levels one time,2019-06-05T05:31:46.000Z,2 likes,
pika.kpopers._,🙌,2019-06-05T05:58:50.000Z,3 likes,
doniv_007,Complete level 🍭🍬 4865 🍭🍭🍭Eid Mubarak 💐💐,2019-06-05T11:34:00.000Z,3 likes,
469mulldr,🤭🤭🤭🤭🤭🤭🤭,2019-06-06T00:24:06.000Z,1 like,
mamedecamila,I cant pass level 1275 and i will give it up k? @candycrushsaga,2019-06-06T02:42:23.000Z,,
mhas1363,"help me You have experienced an error that we are working hard to fix.
Please try again in a moment.",2019-06-06T09:52:21.000Z,,
mhas1363,"help me : You have experienced an error that we are working hard to fix.
Please try again in a moment.",2019-06-06T09:52:40.000Z,1 like,
gen_john_camp,Life sha,2019-06-24T21:09:26.000Z,1 like,
mooohssen1982,3332😊,2019-05-31T17:09:32.000Z,5 likes,
lohiya_suraj.official,Help me to complete 4839 level there is no way to complete that level how you updated please help me @candycrushsaga 🙏,2019-06-02T04:15:45.000Z,5 likes,
_gucciyounes_,Is there any prize for completing the game 🍬 @candycrushsaga ?,2019-06-02T07:39:02.000Z,6 likes,
komallykumar,your game takes too long to download on Facebook. VERY ANNOYING,2019-06-02T12:35:33.000Z,5 likes,
qaisalwaked,👏👏,2019-06-03T10:12:50.000Z,3 likes,
mwlatym,What s fucken boring level candy it's very boring and hard please candy help me 3818,2019-06-03T14:20:15.000Z,2 likes,
ozozoz3611,4835 en son seviye mi?,2019-06-03T15:38:09.000Z,1 like,
fatjonlilaeri,@candycrushsaga l finished level 4835 💪 waiting.......,2019-06-03T20:12:34.000Z,,
robertrva,"Why did you change the ability to reset the board. You suck, getting rid of this app. Misleading to change the rules mid stream.",2019-06-04T01:57:21.000Z,,
gen_john_camp,,2019-06-05T01:44:46.000Z,,
loganekinz,Awesome I love candy crush 🍭🍭🍭🍬🍬🍬,2019-06-05T16:40:34.000Z,,
washington.jeanette,I love candy crush saga ❤️❤️❤️❤️🌷🌷🌷🌷👌,2019-09-24T07:57:51.000Z,,
erlitawaty,I need new level please 😍😍,2019-05-26T13:59:00.000Z,8 likes,
doortjehoppenbrouwers,ik zit vast al maanden,2019-05-26T14:58:32.000Z,8 likes,
cap_the_captain_,Nice,2019-05-26T16:37:17.000Z,8 likes,
juliet.lee65,That looks like dark chocolate,2019-05-26T22:05:30.000Z,9 likes,
frazzled_momof2,I've been playing Soda Saga for like 5 years I think!! 💕 it!!🙌🙌,2019-05-27T01:00:38.000Z,9 likes,
mariobonante,4805...Please new levels 😊😊😊,2019-05-27T04:23:50.000Z,8 likes,
mariobonante,I'm in 4805 😎😎😎,2019-05-27T04:26:05.000Z,9 likes,
sandeepsaini0087,,2019-05-27T11:51:32.000Z,7 likes,
charaf_eddine_srl,Add me,2019-05-28T04:58:28.000Z,7 likes,
juliet.lee65,I can't pass level 146 why am I so bad 😂,2019-05-29T04:26:41.000Z,7 likes,
andrea.nemeth.1656,"Én ,a 4336-os szinten járok! 🙂 ❤️",2019-05-29T10:27:25.000Z,7 likes,
debbiewasco,Thanks,2019-05-30T21:57:02.000Z,7 likes,
ligiaolmosrossi,,2019-05-23T21:07:35.000Z,8 likes,
ezequierey1,😍😍😍😍,2019-05-23T21:42:17.000Z,8 likes,
candy_crush07_,😍😍😍😍😍😘😘😘,2019-05-24T01:02:27.000Z,8 likes,
seifallah06,Amazing ad for 80s 😎,2019-05-24T21:41:39.000Z,8 likes,
zigzagthedon,Crush the stress away,2019-05-25T02:40:42.000Z,7 likes,
sharmaersonia,New levels ??,2019-05-25T03:40:44.000Z,7 likes,
michelle_jaggz,"You have reduced he number of moves as we level up, some levels are almost impossible to pass without boosters, PLEASE BRING BACK OUR MOVES👺👺👺👺👺👺",2019-05-25T08:39:44.000Z,8 likes,
cashstackapp,"Cash Stack; decentralized rewards app
WELCOME TO THE FUTURE OF MOBILE PHONE MONETISATION. Link on our bio💪",2019-05-26T12:15:23.000Z,,
rogerpenro,".,,l",2019-05-30T05:45:47.000Z,7 likes,
rogerpenro,😂,2019-05-30T05:46:03.000Z,7 likes,
floresnunezmaria,💚💚💚💚💚,2019-05-31T08:47:29.000Z,7 likes,
floresnunezmaria,💚,2019-05-31T08:51:40.000Z,7 likes,
extraordinariq,Cuteness overload 😍😍😍,2019-05-20T21:32:52.000Z,9 likes,
carr_scoo,Im in 3550 @candycrushsaga,2019-05-21T02:43:09.000Z,7 likes,
e.naserinezhad,4775 😎💪,2019-05-21T04:50:02.000Z,8 likes,
ilean1414,No pasoo el nivel 380,2019-05-21T07:09:14.000Z,9 likes,
fatjonlilaeri,@candycrushsaga I am in 4775 ✌️,2019-05-21T19:28:33.000Z,8 likes,
taufiquemohd29,Candy Crush team thankyou soooo much to make this game 🎮 i am very happy to play this game but some level is soda saga is not ❌ write plz change Or gives some extra move my soda saga level is 2487😍,2019-05-22T06:24:01.000Z,7 likes,
doniv_007,4805 💪💪💞💞,2019-05-22T10:58:36.000Z,7 likes,
k444eld,4805🔥🔥🔥,2019-05-23T18:46:47.000Z,7 likes,
alexandre_paiva,4805,2019-05-24T20:31:53.000Z,6 likes,
bernicecuteme,Best game at the mo,2019-05-28T09:05:22.000Z,6 likes,
bernicecuteme,Best game at the mo...2560🙌🏻,2019-05-28T09:05:54.000Z,6 likes,
isonebd,Love you little pet.,2019-07-11T16:39:01.000Z,,
sona1___,4020 yaehhhhh 🙌🇮🇳,2019-05-15T06:27:08.000Z,11 likes,
aycamenge,"4746 Nerde , candy crush bana yetişemiyor, sürekli bekliyorum😤😤😤",2019-05-15T06:37:17.000Z,10 likes,
yasminsafiya06,"Yeayyyy!!!!!Have a nice day King Candy!!!😘❤🍫...Well,happy mothers day!!!👱👶",2019-05-15T06:41:38.000Z,9 likes,
behrouzbarak,4775,2019-05-15T12:16:11.000Z,10 likes,
doniv_007,4775 💪💪🇮🇳🇮🇳,2019-05-15T15:28:56.000Z,10 likes,
oli.7543,🗿,2019-05-15T15:30:05.000Z,8 likes,
